# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.534494638442993164e+00 1.597055315971374512e+00
1.000000000000000000e+03 3.283750556875020266e-04 3.381012938916683197e-04
2.000000000000000000e+03 1.101009620469994843e-04 1.139326486736536026e-04
3.000000000000000000e+03 4.880416599917225540e-05 4.996706775273196399e-05
4.000000000000000000e+03 2.874237543437629938e-05 2.905324981838930398e-05
5.000000000000000000e+03 1.855060509114991874e-05 1.868967410700861365e-05
6.000000000000000000e+03 1.464704018871998414e-05 1.489634996687527746e-05
7.000000000000000000e+03 1.211257949762511998e-05 1.246372630703262985e-05
8.000000000000000000e+03 1.063203490048181266e-05 1.087375312636140734e-05
9.000000000000000000e+03 8.235515451815444976e-06 8.527096724719740450e-06
1.000000000000000000e+04 7.354601621045731008e-06 7.827039553376380354e-06
1.100000000000000000e+04 4.457502654986456037e-06 4.863371032115537673e-06
1.200000000000000000e+04 3.859152457152958959e-06 4.273463673598598689e-06
1.300000000000000000e+04 5.770575626229401678e-06 6.211795607669046149e-06
1.400000000000000000e+04 3.399550905669457279e-06 3.716239689310896210e-06
1.500000000000000000e+04 3.286029823357239366e-06 3.571134811863885261e-06
1.600000000000000000e+04 1.889773920993320644e-05 1.947777309396769851e-05
1.700000000000000000e+04 3.111278601863887161e-06 3.355429271323373541e-06
1.800000000000000000e+04 3.127786158074741252e-06 3.390762230992550030e-06
1.900000000000000000e+04 3.012359456988633610e-06 3.273114998592063785e-06
2.000000000000000000e+04 3.031656433449825272e-06 3.248363327656988986e-06
2.100000000000000000e+04 3.788882531807757914e-05 3.864756217808462679e-05
2.200000000000000000e+04 4.586202067002886906e-06 4.852101028518518433e-06
2.300000000000000000e+04 3.022734290425432846e-06 3.205116854587686248e-06
2.400000000000000000e+04 2.667896751518128440e-06 2.855591219486086629e-06
2.500000000000000000e+04 1.310724928771378472e-05 1.324709683103719726e-05
2.600000000000000000e+04 3.158862909913295880e-06 3.378944938958738931e-06
2.700000000000000000e+04 3.001765890076057985e-06 3.184308070558472537e-06
2.800000000000000000e+04 6.333144847303628922e-05 6.366542220348492265e-05
2.900000000000000000e+04 2.466928890498820692e-06 2.665643705768161453e-06
3.000000000000000000e+04 1.166651236417237669e-05 1.205818171001737937e-05
3.100000000000000000e+04 2.018765189859550446e-05 2.071477319987025112e-05
3.200000000000000000e+04 2.232988663308788091e-06 2.391227781117777340e-06
3.300000000000000000e+04 1.976841986106592230e-06 2.095972604365670122e-06
3.400000000000000000e+04 1.551808736621751450e-06 1.653465233175666071e-06
3.500000000000000000e+04 2.416472852928563952e-06 2.559497261245269328e-06
3.600000000000000000e+04 1.402472094014228787e-06 1.510190713815973140e-06
3.700000000000000000e+04 1.694867023616097867e-06 1.777530428626050707e-06
3.800000000000000000e+04 1.338735273748170584e-06 1.446582928110728972e-06
3.900000000000000000e+04 1.497325229138368741e-06 1.611139396118232980e-06
4.000000000000000000e+04 3.072706704188021831e-06 3.184754405083367601e-06
4.100000000000000000e+04 1.274121586902765557e-06 1.374239218421280384e-06
4.200000000000000000e+04 1.262882960872957483e-06 1.359821681035100482e-06
4.300000000000000000e+04 1.262423666048562154e-06 1.356584448330977466e-06
4.400000000000000000e+04 1.340163180429954082e-06 1.434968453395413235e-06
4.500000000000000000e+04 1.248134594789007679e-06 1.334618673354270868e-06
4.600000000000000000e+04 5.061589945398736745e-06 5.070610768598271534e-06
4.700000000000000000e+04 1.845875772232830059e-06 1.914523409141111188e-06
4.800000000000000000e+04 1.227088887389982119e-06 1.311496475864259992e-06
4.900000000000000000e+04 1.223802428285125643e-06 1.306874082729336806e-06
5.000000000000000000e+04 1.295271431445144117e-06 1.387153929499618243e-06
